,date,country,cases
0,2020-01-19,AT111,
1,2020-01-26,AT111,
2,2020-02-02,AT111,
3,2020-02-09,AT111,
4,2020-02-16,AT111,
5,2020-02-23,AT111,
6,2020-03-01,AT111,0.0
7,2020-03-08,AT111,0.0
8,2020-03-15,AT111,0.0
9,2020-03-22,AT111,5.0
10,2020-03-29,AT111,10.0
11,2020-04-05,AT111,3.0
12,2020-04-12,AT111,4.0
13,2020-04-19,AT111,3.0
14,2020-04-26,AT111,0.0
15,2020-05-03,AT111,1.0
16,2020-05-10,AT111,0.0
17,2020-05-17,AT111,0.0
18,2020-05-24,AT111,0.0
19,2020-05-31,AT111,0.0
20,2020-06-07,AT111,0.0
21,2020-06-14,AT111,0.0
22,2020-06-21,AT111,1.0
23,2020-06-28,AT111,1.0
24,2020-07-05,AT111,1.0
25,2020-07-12,AT111,0.0
26,2020-07-19,AT111,0.0
27,2020-07-26,AT111,0.0
28,2020-08-02,AT111,2.0
29,2020-08-09,AT111,1.0
30,2020-08-16,AT111,1.0
31,2020-08-23,AT111,3.0
32,2020-08-30,AT111,1.0
33,2020-09-06,AT111,2.0
34,2020-09-13,AT111,3.0
35,2020-09-20,AT111,7.0
36,2020-09-27,AT111,10.0
37,2020-10-04,AT111,18.0
38,2020-10-11,AT111,24.0
39,2020-10-18,AT111,28.0
40,2020-10-25,AT111,80.0
41,2020-11-01,AT111,139.0
42,2020-11-08,AT111,284.0
43,2020-11-15,AT111,203.0
44,2020-11-22,AT111,177.0
45,2020-11-29,AT111,120.0
46,2020-12-06,AT111,78.0
47,2020-12-13,AT111,52.0
48,2020-12-20,AT111,41.0
49,2020-12-27,AT111,21.0
50,2021-01-03,AT111,60.0
51,2021-01-10,AT111,50.0
52,2021-01-17,AT111,33.0
53,2021-01-24,AT111,44.0
54,2021-01-31,AT111,21.0
55,2021-02-07,AT111,26.0
56,2021-02-14,AT111,23.0
57,2021-02-21,AT111,35.0
58,2021-02-28,AT111,34.0
59,2021-03-07,AT111,67.0
60,2021-03-14,AT111,89.0
61,2021-03-21,AT111,79.0
62,2021-03-28,AT111,105.0
63,2021-04-04,AT111,81.0
64,2021-04-11,AT111,60.0
65,2021-04-18,AT111,33.0
66,2021-04-25,AT111,29.0
67,2021-05-02,AT111,20.0
68,2021-05-09,AT111,14.0
69,2021-05-16,AT111,6.0
70,2021-05-23,AT111,5.0
71,2021-05-30,AT111,3.0
72,2021-06-06,AT111,6.0
73,2021-06-13,AT111,5.0
74,2021-06-20,AT111,6.0
75,2021-06-27,AT111,1.0
76,2021-07-04,AT111,2.0
77,2021-07-11,AT111,2.0
78,2021-07-18,AT111,0.0
79,2021-07-25,AT111,1.0
80,2021-08-01,AT111,4.0
81,2021-08-08,AT111,6.0
82,2021-08-15,AT111,15.0
83,2021-08-22,AT111,17.0
84,2021-08-29,AT111,39.0
85,2021-09-05,AT111,66.0
86,2021-09-12,AT111,45.0
87,2021-09-19,AT111,40.0
88,2021-09-26,AT111,19.0
89,2021-10-03,AT111,10.0
90,2021-10-10,AT111,27.0
91,2021-10-17,AT111,23.0
92,2021-10-24,AT111,56.0
93,2021-10-31,AT111,87.0
94,2021-11-07,AT111,204.0
95,2021-11-14,AT111,297.0
96,2021-11-21,AT111,280.0
97,2021-11-28,AT111,271.0
98,2021-12-05,AT111,146.0
99,2021-12-12,AT111,64.0
100,2021-12-19,AT111,31.0
101,2021-12-26,AT111,32.0
102,2022-01-02,AT111,65.0
103,2022-01-09,AT111,67.0
104,2022-01-16,AT111,
105,2022-01-23,AT111,
106,2022-01-30,AT111,
107,2020-01-19,AT112,
108,2020-01-26,AT112,
109,2020-02-02,AT112,
110,2020-02-09,AT112,
111,2020-02-16,AT112,
112,2020-02-23,AT112,
113,2020-03-01,AT112,0.0
114,2020-03-08,AT112,4.0
115,2020-03-15,AT112,5.0
116,2020-03-22,AT112,27.0
117,2020-03-29,AT112,51.0
118,2020-04-05,AT112,27.0
119,2020-04-12,AT112,10.0
120,2020-04-19,AT112,9.0
121,2020-04-26,AT112,5.0
122,2020-05-03,AT112,3.0
123,2020-05-10,AT112,2.0
124,2020-05-17,AT112,3.0
125,2020-05-24,AT112,2.0
126,2020-05-31,AT112,0.0
127,2020-06-07,AT112,0.0
128,2020-06-14,AT112,0.0
129,2020-06-21,AT112,3.0
130,2020-06-28,AT112,3.0
131,2020-07-05,AT112,5.0
132,2020-07-12,AT112,3.0
133,2020-07-19,AT112,15.0
134,2020-07-26,AT112,16.0
135,2020-08-02,AT112,13.0
136,2020-08-09,AT112,6.0
137,2020-08-16,AT112,6.0
138,2020-08-23,AT112,14.0
139,2020-08-30,AT112,29.0
140,2020-09-06,AT112,40.0
141,2020-09-13,AT112,37.0
142,2020-09-20,AT112,52.0
143,2020-09-27,AT112,55.0
144,2020-10-04,AT112,73.0
145,2020-10-11,AT112,107.0
146,2020-10-18,AT112,136.0
147,2020-10-25,AT112,221.0
148,2020-11-01,AT112,512.0
149,2020-11-08,AT112,578.0
150,2020-11-15,AT112,598.0
151,2020-11-22,AT112,520.0
152,2020-11-29,AT112,403.0
153,2020-12-06,AT112,336.0
154,2020-12-13,AT112,215.0
155,2020-12-20,AT112,155.0
156,2020-12-27,AT112,198.0
157,2021-01-03,AT112,249.0
158,2021-01-10,AT112,222.0
159,2021-01-17,AT112,170.0
160,2021-01-24,AT112,148.0
161,2021-01-31,AT112,113.0
162,2021-02-07,AT112,134.0
163,2021-02-14,AT112,153.0
164,2021-02-21,AT112,222.0
165,2021-02-28,AT112,289.0
166,2021-03-07,AT112,313.0
167,2021-03-14,AT112,411.0
168,2021-03-21,AT112,371.0
169,2021-03-28,AT112,410.0
170,2021-04-04,AT112,308.0
171,2021-04-11,AT112,256.0
172,2021-04-18,AT112,168.0
173,2021-04-25,AT112,198.0
174,2021-05-02,AT112,117.0
175,2021-05-09,AT112,77.0
176,2021-05-16,AT112,67.0
177,2021-05-23,AT112,52.0
178,2021-05-30,AT112,33.0
179,2021-06-06,AT112,19.0
180,2021-06-13,AT112,11.0
181,2021-06-20,AT112,10.0
182,2021-06-27,AT112,13.0
183,2021-07-04,AT112,20.0
184,2021-07-11,AT112,17.0
185,2021-07-18,AT112,13.0
186,2021-07-25,AT112,13.0
187,2021-08-01,AT112,31.0
188,2021-08-08,AT112,24.0
189,2021-08-15,AT112,72.0
190,2021-08-22,AT112,99.0
191,2021-08-29,AT112,115.0
192,2021-09-05,AT112,147.0
193,2021-09-12,AT112,169.0
194,2021-09-19,AT112,187.0
195,2021-09-26,AT112,125.0
196,2021-10-03,AT112,156.0
197,2021-10-10,AT112,160.0
198,2021-10-17,AT112,165.0
199,2021-10-24,AT112,267.0
200,2021-10-31,AT112,457.0
201,2021-11-07,AT112,772.0
202,2021-11-14,AT112,918.0
203,2021-11-21,AT112,1256.0
204,2021-11-28,AT112,943.0
205,2021-12-05,AT112,632.0
206,2021-12-12,AT112,287.0
207,2021-12-19,AT112,216.0
208,2021-12-26,AT112,236.0
209,2022-01-02,AT112,293.0
210,2022-01-09,AT112,345.0
211,2022-01-16,AT112,
212,2022-01-23,AT112,
213,2022-01-30,AT112,
214,2020-01-19,AT113,
215,2020-01-26,AT113,
216,2020-02-02,AT113,
217,2020-02-09,AT113,
218,2020-02-16,AT113,
219,2020-02-23,AT113,
220,2020-03-01,AT113,0.0
221,2020-03-08,AT113,0.0
222,2020-03-15,AT113,3.0
223,2020-03-22,AT113,21.0
224,2020-03-29,AT113,52.0
225,2020-04-05,AT113,27.0
226,2020-04-12,AT113,24.0
227,2020-04-19,AT113,20.0
228,2020-04-26,AT113,9.0
229,2020-05-03,AT113,6.0
230,2020-05-10,AT113,0.0
231,2020-05-17,AT113,1.0
232,2020-05-24,AT113,1.0
233,2020-05-31,AT113,2.0
234,2020-06-07,AT113,0.0
235,2020-06-14,AT113,0.0
236,2020-06-21,AT113,0.0
237,2020-06-28,AT113,3.0
238,2020-07-05,AT113,5.0
239,2020-07-12,AT113,5.0
240,2020-07-19,AT113,2.0
241,2020-07-26,AT113,0.0
242,2020-08-02,AT113,4.0
243,2020-08-09,AT113,1.0
244,2020-08-16,AT113,4.0
245,2020-08-23,AT113,10.0
246,2020-08-30,AT113,6.0
247,2020-09-06,AT113,6.0
248,2020-09-13,AT113,15.0
249,2020-09-20,AT113,19.0
250,2020-09-27,AT113,46.0
251,2020-10-04,AT113,40.0
252,2020-10-11,AT113,60.0
253,2020-10-18,AT113,80.0
254,2020-10-25,AT113,134.0
255,2020-11-01,AT113,429.0
256,2020-11-08,AT113,575.0
257,2020-11-15,AT113,554.0
258,2020-11-22,AT113,372.0
259,2020-11-29,AT113,216.0
260,2020-12-06,AT113,218.0
261,2020-12-13,AT113,154.0
262,2020-12-20,AT113,165.0
263,2020-12-27,AT113,106.0
264,2021-01-03,AT113,117.0
265,2021-01-10,AT113,138.0
266,2021-01-17,AT113,129.0
267,2021-01-24,AT113,116.0
268,2021-01-31,AT113,134.0
269,2021-02-07,AT113,124.0
270,2021-02-14,AT113,148.0
271,2021-02-21,AT113,161.0
272,2021-02-28,AT113,204.0
273,2021-03-07,AT113,257.0
274,2021-03-14,AT113,237.0
275,2021-03-21,AT113,272.0
276,2021-03-28,AT113,345.0
277,2021-04-04,AT113,261.0
278,2021-04-11,AT113,223.0
279,2021-04-18,AT113,163.0
280,2021-04-25,AT113,103.0
281,2021-05-02,AT113,110.0
282,2021-05-09,AT113,61.0
283,2021-05-16,AT113,21.0
284,2021-05-23,AT113,26.0
285,2021-05-30,AT113,28.0
286,2021-06-06,AT113,5.0
287,2021-06-13,AT113,16.0
288,2021-06-20,AT113,18.0
289,2021-06-27,AT113,18.0
290,2021-07-04,AT113,5.0
291,2021-07-11,AT113,5.0
292,2021-07-18,AT113,11.0
293,2021-07-25,AT113,23.0
294,2021-08-01,AT113,27.0
295,2021-08-08,AT113,19.0
296,2021-08-15,AT113,26.0
297,2021-08-22,AT113,43.0
298,2021-08-29,AT113,42.0
299,2021-09-05,AT113,72.0
300,2021-09-12,AT113,70.0
301,2021-09-19,AT113,67.0
302,2021-09-26,AT113,39.0
303,2021-10-03,AT113,75.0
304,2021-10-10,AT113,99.0
305,2021-10-17,AT113,88.0
306,2021-10-24,AT113,152.0
307,2021-10-31,AT113,216.0
308,2021-11-07,AT113,559.0
309,2021-11-14,AT113,586.0
310,2021-11-21,AT113,693.0
311,2021-11-28,AT113,591.0
312,2021-12-05,AT113,395.0
313,2021-12-12,AT113,222.0
314,2021-12-19,AT113,146.0
315,2021-12-26,AT113,114.0
316,2022-01-02,AT113,184.0
317,2022-01-09,AT113,176.0
318,2022-01-16,AT113,
319,2022-01-23,AT113,
320,2022-01-30,AT113,
321,2020-01-19,AT121,
322,2020-01-26,AT121,
323,2020-02-02,AT121,
324,2020-02-09,AT121,
325,2020-02-16,AT121,
326,2020-02-23,AT121,
327,2020-03-01,AT121,0.0
328,2020-03-08,AT121,0.0
329,2020-03-15,AT121,31.0
330,2020-03-22,AT121,87.0
331,2020-03-29,AT121,241.0
332,2020-04-05,AT121,120.0
333,2020-04-12,AT121,78.0
334,2020-04-19,AT121,23.0
335,2020-04-26,AT121,9.0
336,2020-05-03,AT121,3.0
337,2020-05-10,AT121,2.0
338,2020-05-17,AT121,1.0
339,2020-05-24,AT121,2.0
340,2020-05-31,AT121,1.0
341,2020-06-07,AT121,1.0
342,2020-06-14,AT121,1.0
343,2020-06-21,AT121,0.0
344,2020-06-28,AT121,1.0
345,2020-07-05,AT121,3.0
346,2020-07-12,AT121,9.0
347,2020-07-19,AT121,5.0
348,2020-07-26,AT121,19.0
349,2020-08-02,AT121,16.0
350,2020-08-09,AT121,4.0
351,2020-08-16,AT121,8.0
352,2020-08-23,AT121,11.0
353,2020-08-30,AT121,10.0
354,2020-09-06,AT121,5.0
355,2020-09-13,AT121,27.0
356,2020-09-20,AT121,70.0
357,2020-09-27,AT121,104.0
358,2020-10-04,AT121,87.0
359,2020-10-11,AT121,89.0
360,2020-10-18,AT121,166.0
361,2020-10-25,AT121,383.0
362,2020-11-01,AT121,797.0
363,2020-11-08,AT121,1355.0
364,2020-11-15,AT121,1705.0
365,2020-11-22,AT121,1696.0
366,2020-11-29,AT121,1277.0
367,2020-12-06,AT121,985.0
368,2020-12-13,AT121,815.0
369,2020-12-20,AT121,654.0
370,2020-12-27,AT121,615.0
371,2021-01-03,AT121,628.0
372,2021-01-10,AT121,515.0
373,2021-01-17,AT121,384.0
374,2021-01-24,AT121,313.0
375,2021-01-31,AT121,271.0
376,2021-02-07,AT121,221.0
377,2021-02-14,AT121,234.0
378,2021-02-21,AT121,300.0
379,2021-02-28,AT121,324.0
380,2021-03-07,AT121,263.0
381,2021-03-14,AT121,352.0
382,2021-03-21,AT121,605.0
383,2021-03-28,AT121,899.0
384,2021-04-04,AT121,1085.0
385,2021-04-11,AT121,646.0
386,2021-04-18,AT121,542.0
387,2021-04-25,AT121,424.0
388,2021-05-02,AT121,334.0
389,2021-05-09,AT121,201.0
390,2021-05-16,AT121,116.0
391,2021-05-23,AT121,97.0
392,2021-05-30,AT121,113.0
393,2021-06-06,AT121,63.0
394,2021-06-13,AT121,53.0
395,2021-06-20,AT121,19.0
396,2021-06-27,AT121,7.0
397,2021-07-04,AT121,12.0
398,2021-07-11,AT121,10.0
399,2021-07-18,AT121,30.0
400,2021-07-25,AT121,39.0
401,2021-08-01,AT121,69.0
402,2021-08-08,AT121,87.0
403,2021-08-15,AT121,134.0
404,2021-08-22,AT121,127.0
405,2021-08-29,AT121,136.0
406,2021-09-05,AT121,258.0
407,2021-09-12,AT121,508.0
408,2021-09-19,AT121,461.0
409,2021-09-26,AT121,439.0
410,2021-10-03,AT121,454.0
411,2021-10-10,AT121,646.0
412,2021-10-17,AT121,1105.0
413,2021-10-24,AT121,1550.0
414,2021-10-31,AT121,2297.0
415,2021-11-07,AT121,2777.0
416,2021-11-14,AT121,3627.0
417,2021-11-21,AT121,3877.0
418,2021-11-28,AT121,2605.0
419,2021-12-05,AT121,1601.0
420,2021-12-12,AT121,911.0
421,2021-12-19,AT121,701.0
422,2021-12-26,AT121,514.0
423,2022-01-02,AT121,553.0
424,2022-01-09,AT121,664.0
425,2022-01-16,AT121,
426,2022-01-23,AT121,
427,2022-01-30,AT121,
428,2020-01-19,AT122,
429,2020-01-26,AT122,
430,2020-02-02,AT122,
431,2020-02-09,AT122,
432,2020-02-16,AT122,
433,2020-02-23,AT122,
434,2020-03-01,AT122,0.0
435,2020-03-08,AT122,0.0
436,2020-03-15,AT122,5.0
437,2020-03-22,AT122,77.0
438,2020-03-29,AT122,113.0
439,2020-04-05,AT122,67.0
440,2020-04-12,AT122,55.0
441,2020-04-19,AT122,19.0
442,2020-04-26,AT122,5.0
443,2020-05-03,AT122,10.0
444,2020-05-10,AT122,19.0
445,2020-05-17,AT122,10.0
446,2020-05-24,AT122,9.0
447,2020-05-31,AT122,0.0
448,2020-06-07,AT122,2.0
449,2020-06-14,AT122,5.0
450,2020-06-21,AT122,11.0
451,2020-06-28,AT122,16.0
452,2020-07-05,AT122,10.0
453,2020-07-12,AT122,8.0
454,2020-07-19,AT122,35.0
455,2020-07-26,AT122,20.0
456,2020-08-02,AT122,3.0
457,2020-08-09,AT122,7.0
458,2020-08-16,AT122,9.0
459,2020-08-23,AT122,25.0
460,2020-08-30,AT122,51.0
461,2020-09-06,AT122,69.0
462,2020-09-13,AT122,135.0
463,2020-09-20,AT122,168.0
464,2020-09-27,AT122,92.0
465,2020-10-04,AT122,74.0
466,2020-10-11,AT122,122.0
467,2020-10-18,AT122,176.0
468,2020-10-25,AT122,430.0
469,2020-11-01,AT122,748.0
470,2020-11-08,AT122,817.0
471,2020-11-15,AT122,844.0
472,2020-11-22,AT122,709.0
473,2020-11-29,AT122,613.0
474,2020-12-06,AT122,582.0
475,2020-12-13,AT122,421.0
476,2020-12-20,AT122,372.0
477,2020-12-27,AT122,318.0
478,2021-01-03,AT122,392.0
479,2021-01-10,AT122,466.0
480,2021-01-17,AT122,296.0
481,2021-01-24,AT122,319.0
482,2021-01-31,AT122,222.0
483,2021-02-07,AT122,336.0
484,2021-02-14,AT122,357.0
485,2021-02-21,AT122,549.0
486,2021-02-28,AT122,659.0
487,2021-03-07,AT122,780.0
488,2021-03-14,AT122,906.0
489,2021-03-21,AT122,1025.0
490,2021-03-28,AT122,801.0
491,2021-04-04,AT122,706.0
492,2021-04-11,AT122,486.0
493,2021-04-18,AT122,338.0
494,2021-04-25,AT122,191.0
495,2021-05-02,AT122,240.0
496,2021-05-09,AT122,169.0
497,2021-05-16,AT122,120.0
498,2021-05-23,AT122,59.0
499,2021-05-30,AT122,69.0
500,2021-06-06,AT122,49.0
501,2021-06-13,AT122,47.0
502,2021-06-20,AT122,8.0
503,2021-06-27,AT122,6.0
504,2021-07-04,AT122,6.0
505,2021-07-11,AT122,14.0
506,2021-07-18,AT122,38.0
507,2021-07-25,AT122,29.0
508,2021-08-01,AT122,72.0
509,2021-08-08,AT122,67.0
510,2021-08-15,AT122,141.0
511,2021-08-22,AT122,236.0
512,2021-08-29,AT122,290.0
513,2021-09-05,AT122,274.0
514,2021-09-12,AT122,359.0
515,2021-09-19,AT122,369.0
516,2021-09-26,AT122,345.0
517,2021-10-03,AT122,282.0
518,2021-10-10,AT122,263.0
519,2021-10-17,AT122,333.0
520,2021-10-24,AT122,788.0
521,2021-10-31,AT122,1170.0
522,2021-11-07,AT122,1947.0
523,2021-11-14,AT122,2815.0
524,2021-11-21,AT122,3015.0
525,2021-11-28,AT122,2212.0
526,2021-12-05,AT122,1505.0
527,2021-12-12,AT122,890.0
528,2021-12-19,AT122,500.0
529,2021-12-26,AT122,399.0
530,2022-01-02,AT122,589.0
531,2022-01-09,AT122,625.0
532,2022-01-16,AT122,
533,2022-01-23,AT122,
534,2022-01-30,AT122,
535,2020-01-19,AT123,
536,2020-01-26,AT123,
537,2020-02-02,AT123,
538,2020-02-09,AT123,
539,2020-02-16,AT123,
540,2020-02-23,AT123,
541,2020-03-01,AT123,0.0
542,2020-03-08,AT123,0.0
543,2020-03-15,AT123,14.0
544,2020-03-22,AT123,49.0
545,2020-03-29,AT123,154.0
546,2020-04-05,AT123,75.0
547,2020-04-12,AT123,34.0
548,2020-04-19,AT123,15.0
549,2020-04-26,AT123,13.0
550,2020-05-03,AT123,3.0
551,2020-05-10,AT123,2.0
552,2020-05-17,AT123,0.0
553,2020-05-24,AT123,0.0
554,2020-05-31,AT123,1.0
555,2020-06-07,AT123,3.0
556,2020-06-14,AT123,3.0
557,2020-06-21,AT123,6.0
558,2020-06-28,AT123,4.0
559,2020-07-05,AT123,3.0
560,2020-07-12,AT123,4.0
561,2020-07-19,AT123,8.0
562,2020-07-26,AT123,9.0
563,2020-08-02,AT123,14.0
564,2020-08-09,AT123,8.0
565,2020-08-16,AT123,26.0
566,2020-08-23,AT123,20.0
567,2020-08-30,AT123,21.0
568,2020-09-06,AT123,18.0
569,2020-09-13,AT123,52.0
570,2020-09-20,AT123,59.0
571,2020-09-27,AT123,95.0
572,2020-10-04,AT123,121.0
573,2020-10-11,AT123,165.0
574,2020-10-18,AT123,169.0
575,2020-10-25,AT123,287.0
576,2020-11-01,AT123,520.0
577,2020-11-08,AT123,796.0
578,2020-11-15,AT123,771.0
579,2020-11-22,AT123,764.0
580,2020-11-29,AT123,688.0
581,2020-12-06,AT123,521.0
582,2020-12-13,AT123,354.0
583,2020-12-20,AT123,271.0
584,2020-12-27,AT123,175.0
585,2021-01-03,AT123,228.0
586,2021-01-10,AT123,204.0
587,2021-01-17,AT123,170.0
588,2021-01-24,AT123,121.0
589,2021-01-31,AT123,137.0
590,2021-02-07,AT123,135.0
591,2021-02-14,AT123,139.0
592,2021-02-21,AT123,192.0
593,2021-02-28,AT123,286.0
594,2021-03-07,AT123,342.0
595,2021-03-14,AT123,415.0
596,2021-03-21,AT123,437.0
597,2021-03-28,AT123,477.0
598,2021-04-04,AT123,466.0
599,2021-04-11,AT123,329.0
600,2021-04-18,AT123,289.0
601,2021-04-25,AT123,240.0
602,2021-05-02,AT123,253.0
603,2021-05-09,AT123,206.0
604,2021-05-16,AT123,169.0
605,2021-05-23,AT123,95.0
606,2021-05-30,AT123,123.0
607,2021-06-06,AT123,69.0
608,2021-06-13,AT123,36.0
609,2021-06-20,AT123,17.0
610,2021-06-27,AT123,15.0
611,2021-07-04,AT123,27.0
612,2021-07-11,AT123,23.0
613,2021-07-18,AT123,37.0
614,2021-07-25,AT123,29.0
615,2021-08-01,AT123,43.0
616,2021-08-08,AT123,60.0
617,2021-08-15,AT123,132.0
618,2021-08-22,AT123,155.0
619,2021-08-29,AT123,169.0
620,2021-09-05,AT123,147.0
621,2021-09-12,AT123,289.0
622,2021-09-19,AT123,339.0
623,2021-09-26,AT123,224.0
624,2021-10-03,AT123,198.0
625,2021-10-10,AT123,181.0
626,2021-10-17,AT123,329.0
627,2021-10-24,AT123,616.0
628,2021-10-31,AT123,752.0
629,2021-11-07,AT123,1366.0
630,2021-11-14,AT123,1960.0
631,2021-11-21,AT123,1880.0
632,2021-11-28,AT123,1575.0
633,2021-12-05,AT123,1021.0
634,2021-12-12,AT123,576.0
635,2021-12-19,AT123,397.0
636,2021-12-26,AT123,308.0
637,2022-01-02,AT123,417.0
638,2022-01-09,AT123,576.0
639,2022-01-16,AT123,
640,2022-01-23,AT123,
641,2022-01-30,AT123,
642,2020-01-19,AT124,
643,2020-01-26,AT124,
644,2020-02-02,AT124,
645,2020-02-09,AT124,
646,2020-02-16,AT124,
647,2020-02-23,AT124,
648,2020-03-01,AT124,0.0
649,2020-03-08,AT124,0.0
650,2020-03-15,AT124,2.0
651,2020-03-22,AT124,34.0
652,2020-03-29,AT124,138.0
653,2020-04-05,AT124,65.0
654,2020-04-12,AT124,104.0
655,2020-04-19,AT124,19.0
656,2020-04-26,AT124,24.0
657,2020-05-03,AT124,6.0
658,2020-05-10,AT124,5.0
659,2020-05-17,AT124,12.0
660,2020-05-24,AT124,3.0
661,2020-05-31,AT124,6.0
662,2020-06-07,AT124,1.0
663,2020-06-14,AT124,3.0
664,2020-06-21,AT124,2.0
665,2020-06-28,AT124,1.0
666,2020-07-05,AT124,2.0
667,2020-07-12,AT124,0.0
668,2020-07-19,AT124,34.0
669,2020-07-26,AT124,17.0
670,2020-08-02,AT124,13.0
671,2020-08-09,AT124,10.0
672,2020-08-16,AT124,4.0
673,2020-08-23,AT124,10.0
674,2020-08-30,AT124,5.0
675,2020-09-06,AT124,9.0
676,2020-09-13,AT124,52.0
677,2020-09-20,AT124,167.0
678,2020-09-27,AT124,163.0
679,2020-10-04,AT124,123.0
680,2020-10-11,AT124,137.0
681,2020-10-18,AT124,186.0
682,2020-10-25,AT124,356.0
683,2020-11-01,AT124,725.0
684,2020-11-08,AT124,987.0
685,2020-11-15,AT124,953.0
686,2020-11-22,AT124,881.0
687,2020-11-29,AT124,619.0
688,2020-12-06,AT124,497.0
689,2020-12-13,AT124,438.0
690,2020-12-20,AT124,286.0
691,2020-12-27,AT124,252.0
692,2021-01-03,AT124,264.0
693,2021-01-10,AT124,310.0
694,2021-01-17,AT124,298.0
695,2021-01-24,AT124,298.0
696,2021-01-31,AT124,259.0
697,2021-02-07,AT124,244.0
698,2021-02-14,AT124,241.0
699,2021-02-21,AT124,332.0
700,2021-02-28,AT124,342.0
701,2021-03-07,AT124,438.0
702,2021-03-14,AT124,464.0
703,2021-03-21,AT124,515.0
704,2021-03-28,AT124,499.0
705,2021-04-04,AT124,479.0
706,2021-04-11,AT124,432.0
707,2021-04-18,AT124,376.0
708,2021-04-25,AT124,245.0
709,2021-05-02,AT124,210.0
710,2021-05-09,AT124,143.0
711,2021-05-16,AT124,87.0
712,2021-05-23,AT124,78.0
713,2021-05-30,AT124,51.0
714,2021-06-06,AT124,34.0
715,2021-06-13,AT124,27.0
716,2021-06-20,AT124,12.0
717,2021-06-27,AT124,3.0
718,2021-07-04,AT124,5.0
719,2021-07-11,AT124,13.0
720,2021-07-18,AT124,18.0
721,2021-07-25,AT124,13.0
722,2021-08-01,AT124,38.0
723,2021-08-08,AT124,46.0
724,2021-08-15,AT124,38.0
725,2021-08-22,AT124,102.0
726,2021-08-29,AT124,113.0
727,2021-09-05,AT124,160.0
728,2021-09-12,AT124,395.0
729,2021-09-19,AT124,328.0
730,2021-09-26,AT124,209.0
731,2021-10-03,AT124,141.0
732,2021-10-10,AT124,192.0
733,2021-10-17,AT124,415.0
734,2021-10-24,AT124,524.0
735,2021-10-31,AT124,645.0
736,2021-11-07,AT124,1490.0
737,2021-11-14,AT124,1964.0
738,2021-11-21,AT124,2562.0
739,2021-11-28,AT124,1863.0
740,2021-12-05,AT124,1229.0
741,2021-12-12,AT124,783.0
742,2021-12-19,AT124,375.0
743,2021-12-26,AT124,192.0
744,2022-01-02,AT124,315.0
745,2022-01-09,AT124,361.0
746,2022-01-16,AT124,
747,2022-01-23,AT124,
748,2022-01-30,AT124,
749,2020-01-19,AT125,
750,2020-01-26,AT125,
751,2020-02-02,AT125,
752,2020-02-09,AT125,
753,2020-02-16,AT125,
754,2020-02-23,AT125,
755,2020-03-01,AT125,0.0
756,2020-03-08,AT125,1.0
757,2020-03-15,AT125,6.0
758,2020-03-22,AT125,27.0
759,2020-03-29,AT125,61.0
760,2020-04-05,AT125,28.0
761,2020-04-12,AT125,30.0
762,2020-04-19,AT125,8.0
763,2020-04-26,AT125,8.0
764,2020-05-03,AT125,4.0
765,2020-05-10,AT125,4.0
766,2020-05-17,AT125,7.0
767,2020-05-24,AT125,4.0
768,2020-05-31,AT125,3.0
769,2020-06-07,AT125,2.0
770,2020-06-14,AT125,1.0
771,2020-06-21,AT125,3.0
772,2020-06-28,AT125,0.0
773,2020-07-05,AT125,0.0
774,2020-07-12,AT125,0.0
775,2020-07-19,AT125,5.0
776,2020-07-26,AT125,0.0
777,2020-08-02,AT125,5.0
778,2020-08-09,AT125,5.0
779,2020-08-16,AT125,6.0
780,2020-08-23,AT125,7.0
781,2020-08-30,AT125,8.0
782,2020-09-06,AT125,26.0
783,2020-09-13,AT125,32.0
784,2020-09-20,AT125,54.0
785,2020-09-27,AT125,41.0
786,2020-10-04,AT125,75.0
787,2020-10-11,AT125,70.0
788,2020-10-18,AT125,58.0
789,2020-10-25,AT125,90.0
790,2020-11-01,AT125,226.0
791,2020-11-08,AT125,378.0
792,2020-11-15,AT125,444.0
793,2020-11-22,AT125,325.0
794,2020-11-29,AT125,219.0
795,2020-12-06,AT125,104.0
796,2020-12-13,AT125,130.0
797,2020-12-20,AT125,83.0
798,2020-12-27,AT125,77.0
799,2021-01-03,AT125,124.0
800,2021-01-10,AT125,105.0
801,2021-01-17,AT125,99.0
802,2021-01-24,AT125,99.0
803,2021-01-31,AT125,115.0
804,2021-02-07,AT125,231.0
805,2021-02-14,AT125,268.0
806,2021-02-21,AT125,254.0
807,2021-02-28,AT125,344.0
808,2021-03-07,AT125,312.0
809,2021-03-14,AT125,232.0
810,2021-03-21,AT125,262.0
811,2021-03-28,AT125,324.0
812,2021-04-04,AT125,232.0
813,2021-04-11,AT125,174.0
814,2021-04-18,AT125,168.0
815,2021-04-25,AT125,127.0
816,2021-05-02,AT125,86.0
817,2021-05-09,AT125,75.0
818,2021-05-16,AT125,39.0
819,2021-05-23,AT125,29.0
820,2021-05-30,AT125,28.0
821,2021-06-06,AT125,34.0
822,2021-06-13,AT125,17.0
823,2021-06-20,AT125,2.0
824,2021-06-27,AT125,0.0
825,2021-07-04,AT125,1.0
826,2021-07-11,AT125,1.0
827,2021-07-18,AT125,16.0
828,2021-07-25,AT125,15.0
829,2021-08-01,AT125,34.0
830,2021-08-08,AT125,28.0
831,2021-08-15,AT125,26.0
832,2021-08-22,AT125,63.0
